Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Region,Manufacturer,City
CA-2020-00285,2020-07-27 03:41:52.256128064,Standard Class,CUST-0285,Customer 285,Consumer,Florida,Furniture,Tables,32.14,8,0.21,-2.4,South,Lenovo,Orlando
CA-2020-00286,2020-07-27 21:13:35.807903952,Same Day,CUST-0286,Customer 286,Home Office,Florida,Technology,Phones,477.96,3,0.18,-75.76,South,HP,Orlando
CA-2020-00287,2020-07-28 14:45:19.359679840,Same Day,CUST-0287,Customer 287,Consumer,Florida,Furniture,Bookcases,131.08,1,0.35,162.44,South,Apple,Tampa
CA-2020-00288,2020-07-29 08:17:02.911455728,First Class,CUST-0288,Customer 288,Consumer,California,Office Supplies,Paper,272.7,3,0.0,144.38,West,Dell,Los Angeles
CA-2020-00289,2020-07-30 01:48:46.463231616,First Class,CUST-0289,Customer 289,Consumer,Illinois,Office Supplies,Storage,309.86,3,0.18,186.08,Central,Samsung,Naperville
CA-2020-00290,2020-07-30 19:20:30.015007504,Second Class,CUST-0290,Customer 290,Corporate,California,Technology,Accessories,137.47,6,0.14,144.46,West,Microsoft,San Francisco
CA-2020-00291,2020-07-31 12:52:13.566783392,Standard Class,CUST-0291,Customer 291,Corporate,New York,Office Supplies,Binders,22.05,2,0.46,-96.3,East,Dell,New York City
CA-2020-00292,2020-08-01 06:23:57.118559280,Standard Class,CUST-0292,Customer 292,Home Office,California,Furniture,Chairs,255.52,4,0.08,181.67,West,HP,San Francisco
CA-2020-00293,2020-08-01 23:55:40.670335168,Same Day,CUST-0293,Customer 293,Home Office,New York,Office Supplies,Storage,179.82,5,0.08,181.09,East,Microsoft,New York City
CA-2020-00294,2020-08-02 17:27:24.222111056,First Class,CUST-0294,Customer 294,Home Office,Florida,Technology,Accessories,40.31,2,0.21,165.09,South,Samsung,Tampa
CA-2020-00295,2020-08-03 10:59:07.773886944,Same Day,CUST-0295,Customer 295,Corporate,Florida,Furniture,Tables,205.23,4,0.02,13.23,South,HP,Tampa
CA-2020-00296,2020-08-04 04:30:51.325662832,First Class,CUST-0296,Customer 296,Corporate,California,Furniture,Furnishings,119.73,5,0.03,-70.78,West,Dell,San Francisco
CA-2020-00297,2020-08-04 22:02:34.877438720,Same Day,CUST-0297,Customer 297,Corporate,Illinois,Technology,Accessories,256.5,6,0.3,52.76,Central,Lenovo,Naperville
CA-2020-00298,2020-08-05 15:34:18.429214608,Second Class,CUST-0298,Customer 298,Corporate,Illinois,Technology,Phones,304.32,3,0.29,-93.23,Central,Samsung,Chicago
CA-2020-00299,2020-08-06 09:06:01.980990496,Same Day,CUST-0299,Customer 299,Corporate,California,Office Supplies,Storage,452.84,8,0.25,61.01,West,Dell,Los Angeles
CA-2020-00300,2020-08-07 02:37:45.532766384,Second Class,CUST-0300,Customer 300,Corporate,California,Office Supplies,Labels,159.33,9,0.36,-96.34,West,HP,Los Angeles
CA-2020-00301,2020-08-07 20:09:29.084542272,First Class,CUST-0301,Customer 301,Consumer,Texas,Furniture,Furnishings,280.31,9,0.33,139.43,Central,Apple,Austin
CA-2020-00302,2020-08-08 13:41:12.636318160,Same Day,CUST-0302,Customer 302,Home Office,Illinois,Furniture,Bookcases,156.7,6,0.26,-87.17,Central,Samsung,Chicago
CA-2020-00303,2020-08-09 07:12:56.188094048,Standard Class,CUST-0303,Customer 303,Corporate,Illinois,Furniture,Chairs,367.76,4,0.41,101.13,Central,Lenovo,Naperville
CA-2020-00304,2020-08-10 00:44:39.739869936,Standard Class,CUST-0304,Customer 304,Consumer,California,Technology,Copiers,216.27,5,0.44,84.64,West,HP,San Francisco
CA-2020-00305,2020-08-10 18:16:23.291645824,First Class,CUST-0305,Customer 305,Corporate,California,Technology,Phones,54.36,4,0.38,74.08,West,Microsoft,Los Angeles
CA-2020-00306,2020-08-11 11:48:06.843421712,Second Class,CUST-0306,Customer 306,Home Office,New York,Technology,Copiers,35.2,2,0.38,185.29,East,Samsung,Rochester
CA-2020-00307,2020-08-12 05:19:50.395197600,Same Day,CUST-0307,Customer 307,Home Office,Illinois,Technology,Accessories,278.54,5,0.28,83.36,Central,Microsoft,Springfield
CA-2020-00308,2020-08-12 22:51:33.946973488,First Class,CUST-0308,Customer 308,Home Office,Illinois,Furniture,Tables,335.36,8,0.3,48.96,Central,HP,Chicago
CA-2020-00309,2020-08-13 16:23:17.498749376,Standard Class,CUST-0309,Customer 309,Consumer,California,Office Supplies,Binders,346.73,4,0.42,-36.91,West,Dell,San Diego
CA-2020-00310,2020-08-14 09:55:01.050525264,Second Class,CUST-0310,Customer 310,Consumer,Illinois,Furniture,Furnishings,335.83,7,0.45,97.32,Central,Samsung,Chicago
CA-2020-00311,2020-08-15 03:26:44.602301152,Standard Class,CUST-0311,Customer 311,Home Office,Texas,Furniture,Tables,246.87,6,0.38,177.66,Central,HP,Houston
CA-2020-00312,2020-08-15 20:58:28.154077040,Standard Class,CUST-0312,Customer 312,Corporate,Illinois,Technology,Accessories,170.3,1,0.03,76.98,Central,Samsung,Chicago
CA-2020-00313,2020-08-16 14:30:11.705852928,First Class,CUST-0313,Customer 313,Home Office,Florida,Office Supplies,Paper,221.94,2,0.3,-90.49,South,Apple,Miami
CA-2020-00314,2020-08-17 08:01:55.257628816,Second Class,CUST-0314,Customer 314,Consumer,Florida,Furniture,Bookcases,281.44,5,0.43,10.54,South,Samsung,Orlando
CA-2020-00315,2020-08-18 01:33:38.809404704,First Class,CUST-0315,Customer 315,Consumer,California,Furniture,Chairs,253.12,7,0.04,-14.29,West,Dell,Los Angeles
CA-2020-00316,2020-08-18 19:05:22.361180592,Second Class,CUST-0316,Customer 316,Home Office,New York,Furniture,Chairs,201.56,9,0.47,160.17,East,Lenovo,New York City
CA-2020-00317,2020-08-19 12:37:05.912956480,First Class,CUST-0317,Customer 317,Home Office,Florida,Office Supplies,Binders,266.76,3,0.4,123.42,South,Samsung,Miami
CA-2020-00318,2020-08-20 06:08:49.464732368,Standard Class,CUST-0318,Customer 318,Home Office,California,Technology,Phones,145.82,7,0.49,-6.62,West,Dell,San Francisco
CA-2020-00319,2020-08-20 23:40:33.016508256,Same Day,CUST-0319,Customer 319,Corporate,New York,Office Supplies,Paper,437.49,4,0.22,-34.13,East,Microsoft,New York City
CA-2020-00320,2020-08-21 17:12:16.568284144,First Class,CUST-0320,Customer 320,Corporate,Illinois,Technology,Phones,208.22,4,0.03,-64.75,Central,Microsoft,Naperville
CA-2020-00321,2020-08-22 10:44:00.120060032,Standard Class,CUST-0321,Customer 321,Consumer,Florida,Technology,Machines,447.76,2,0.37,-29.21,South,Dell,Orlando
CA-2020-00322,2020-08-23 04:15:43.671835920,Same Day,CUST-0322,Customer 322,Consumer,Florida,Office Supplies,Storage,298.52,9,0.41,198.85,South,Apple,Miami
CA-2020-00323,2020-08-23 21:47:27.223611808,Second Class,CUST-0323,Customer 323,Consumer,Texas,Technology,Phones,344.18,5,0.05,5.93,Central,HP,Houston
CA-2020-00324,2020-08-24 15:19:10.775387696,First Class,CUST-0324,Customer 324,Consumer,Texas,Technology,Phones,455.1,1,0.21,58.15,Central,Microsoft,Houston
CA-2020-00325,2020-08-25 08:50:54.327163584,Same Day,CUST-0325,Customer 325,Home Office,New York,Furniture,Furnishings,469.44,8,0.43,80.35,East,Dell,Rochester
CA-2020-00326,2020-08-26 02:22:37.878939472,Second Class,CUST-0326,Customer 326,Corporate,New York,Furniture,Bookcases,257.28,5,0.25,126.74,East,Apple,New York City
CA-2020-00327,2020-08-26 19:54:21.430715360,First Class,CUST-0327,Customer 327,Corporate,Texas,Office Supplies,Paper,204.5,7,0.24,150.11,Central,Apple,Dallas
CA-2020-00328,2020-08-27 13:26:04.982491248,Same Day,CUST-0328,Customer 328,Corporate,Illinois,Furniture,Furnishings,303.25,3,0.35,193.25,Central,HP,Naperville
CA-2020-00329,2020-08-28 06:57:48.534267136,First Class,CUST-0329,Customer 329,Consumer,New York,Furniture,Furnishings,420.74,6,0.47,-61.7,East,HP,Buffalo
CA-2020-00330,2020-08-29 00:29:32.086043020,Same Day,CUST-0330,Customer 330,Corporate,California,Furniture,Tables,119.41,4,0.17,-36.15,West,Samsung,San Francisco
CA-2020-00331,2020-08-29 18:01:15.637818908,Standard Class,CUST-0331,Customer 331,Home Office,Texas,Furniture,Furnishings,301.81,7,0.41,-86.64,Central,Lenovo,Houston
CA-2020-00332,2020-08-30 11:32:59.189594796,Standard Class,CUST-0332,Customer 332,Corporate,Texas,Technology,Machines,288.75,5,0.44,50.58,Central,Apple,Austin
CA-2020-00333,2020-08-31 05:04:42.741370684,Same Day,CUST-0333,Customer 333,Home Office,New York,Furniture,Furnishings,372.17,5,0.04,31.83,East,Lenovo,Buffalo
CA-2020-00334,2020-08-31 22:36:26.293146572,Second Class,CUST-0334,Customer 334,Home Office,Texas,Office Supplies,Binders,182.48,1,0.35,77.68,Central,Apple,Austin
CA-2020-00335,2020-09-01 16:08:09.844922460,Second Class,CUST-0335,Customer 335,Consumer,New York,Technology,Machines,319.1,7,0.23,-27.91,East,HP,New York City
CA-2020-00336,2020-09-02 09:39:53.396698348,First Class,CUST-0336,Customer 336,Consumer,Florida,Office Supplies,Labels,376.78,9,0.15,8.77,South,Microsoft,Miami
CA-2020-00337,2020-09-03 03:11:36.948474236,Same Day,CUST-0337,Customer 337,Consumer,California,Technology,Machines,404.85,7,0.31,1.25,West,HP,San Diego
CA-2020-00338,2020-09-03 20:43:20.500250124,Same Day,CUST-0338,Customer 338,Corporate,Florida,Furniture,Chairs,339.52,9,0.46,136.92,South,Lenovo,Miami
CA-2020-00339,2020-09-04 14:15:04.052026012,Same Day,CUST-0339,Customer 339,Corporate,New York,Office Supplies,Binders,76.13,2,0.43,40.32,East,Lenovo,New York City
CA-2020-00340,2020-09-05 07:46:47.603801900,First Class,CUST-0340,Customer 340,Consumer,Illinois,Office Supplies,Binders,468.39,4,0.17,22.08,Central,Samsung,Springfield
CA-2020-00341,2020-09-06 01:18:31.155577788,First Class,CUST-0341,Customer 341,Home Office,New York,Office Supplies,Binders,145.74,7,0.43,126.74,East,Samsung,New York City
CA-2020-00342,2020-09-06 18:50:14.707353676,Same Day,CUST-0342,Customer 342,Corporate,Illinois,Furniture,Tables,163.66,9,0.02,6.97,Central,Microsoft,Chicago
CA-2020-00343,2020-09-07 12:21:58.259129564,Same Day,CUST-0343,Customer 343,Corporate,California,Technology,Copiers,209.65,3,0.07,155.71,West,Samsung,San Diego
CA-2020-00344,2020-09-08 05:53:41.810905452,Standard Class,CUST-0344,Customer 344,Consumer,New York,Furniture,Chairs,25.29,6,0.31,-24.55,East,Samsung,New York City
CA-2020-00345,2020-09-08 23:25:25.362681340,Second Class,CUST-0345,Customer 345,Home Office,Illinois,Technology,Copiers,132.45,3,0.38,103.43,Central,HP,Chicago
CA-2020-00346,2020-09-09 16:57:08.914457228,Second Class,CUST-0346,Customer 346,Home Office,California,Technology,Accessories,28.52,8,0.25,45.08,West,Microsoft,San Diego
CA-2020-00347,2020-09-10 10:28:52.466233116,First Class,CUST-0347,Customer 347,Consumer,California,Furniture,Chairs,101.18,6,0.32,-50.02,West,Dell,San Diego
CA-2020-00348,2020-09-11 04:00:36.018009004,First Class,CUST-0348,Customer 348,Home Office,New York,Furniture,Bookcases,94.76,7,0.17,164.04,East,HP,Rochester
CA-2020-00349,2020-09-11 21:32:19.569784892,Same Day,CUST-0349,Customer 349,Consumer,Illinois,Furniture,Tables,159.49,9,0.36,155.98,Central,Lenovo,Chicago
CA-2020-00350,2020-09-12 15:04:03.121560780,First Class,CUST-0350,Customer 350,Corporate,Texas,Office Supplies,Paper,170.83,8,0.05,-99.99,Central,Samsung,Austin
CA-2020-00351,2020-09-13 08:35:46.673336668,Same Day,CUST-0351,Customer 351,Corporate,California,Technology,Accessories,436.16,6,0.29,108.42,West,Microsoft,Los Angeles
CA-2020-00352,2020-09-14 02:07:30.225112556,Standard Class,CUST-0352,Customer 352,Home Office,Texas,Office Supplies,Paper,491.89,2,0.08,-88.77,Central,Lenovo,Houston
CA-2020-00353,2020-09-14 19:39:13.776888444,Second Class,CUST-0353,Customer 353,Home Office,Florida,Technology,Phones,347.46,6,0.19,156.13,South,Samsung,Miami
CA-2020-00354,2020-09-15 13:10:57.328664332,Standard Class,CUST-0354,Customer 354,Home Office,Illinois,Office Supplies,Paper,198.15,5,0.47,133.75,Central,Microsoft,Springfield
CA-2020-00355,2020-09-16 06:42:40.880440220,Second Class,CUST-0355,Customer 355,Consumer,Florida,Technology,Machines,415.61,1,0.06,85.43,South,Dell,Miami
CA-2020-00356,2020-09-17 00:14:24.432216108,Second Class,CUST-0356,Customer 356,Corporate,Illinois,Furniture,Bookcases,459.33,9,0.41,198.21,Central,Samsung,Springfield
CA-2020-00357,2020-09-17 17:46:07.983991996,First Class,CUST-0357,Customer 357,Home Office,New York,Technology,Accessories,289.95,2,0.38,87.03,East,Lenovo,New York City
CA-2020-00358,2020-09-18 11:17:51.535767884,First Class,CUST-0358,Customer 358,Home Office,Florida,Technology,Accessories,86.68,2,0.23,-45.15,South,Lenovo,Tampa
CA-2020-00359,2020-09-19 04:49:35.087543772,Same Day,CUST-0359,Customer 359,Home Office,California,Furniture,Chairs,228.19,3,0.01,193.26,West,Dell,San Francisco
CA-2020-00360,2020-09-19 22:21:18.639319660,Standard Class,CUST-0360,Customer 360,Home Office,New York,Technology,Copiers,383.16,4,0.44,185.82,East,HP,Rochester
CA-2020-00361,2020-09-20 15:53:02.191095548,Standard Class,CUST-0361,Customer 361,Home Office,Illinois,Office Supplies,Binders,437.81,6,0.42,96.42,Central,Apple,Springfield
CA-2020-00362,2020-09-21 09:24:45.742871436,First Class,CUST-0362,Customer 362,Corporate,Texas,Office Supplies,Paper,389.4,2,0.39,10.73,Central,HP,Houston
CA-2020-00363,2020-09-22 02:56:29.294647324,First Class,CUST-0363,Customer 363,Home Office,Texas,Office Supplies,Binders,84.98,7,0.47,150.78,Central,Dell,Dallas
CA-2020-00364,2020-09-22 20:28:12.846423212,Same Day,CUST-0364,Customer 364,Consumer,Florida,Technology,Phones,311.74,7,0.34,196.84,South,Lenovo,Tampa
CA-2020-00365,2020-09-23 13:59:56.398199100,Standard Class,CUST-0365,Customer 365,Home Office,California,Office Supplies,Paper,90.29,3,0.11,-32.24,West,HP,San Diego
CA-2020-00366,2020-09-24 07:31:39.949974988,Second Class,CUST-0366,Customer 366,Corporate,New York,Technology,Copiers,489.77,3,0.16,5.93,East,Apple,Buffalo
CA-2020-00367,2020-09-25 01:03:23.501750876,Standard Class,CUST-0367,Customer 367,Consumer,Florida,Office Supplies,Binders,344.06,8,0.47,119.44,South,Dell,Tampa
CA-2020-00368,2020-09-25 18:35:07.053526764,Standard Class,CUST-0368,Customer 368,Consumer,New York,Furniture,Tables,293.84,5,0.3,-85.98,East,Dell,New York City
CA-2020-00369,2020-09-26 12:06:50.605302652,Same Day,CUST-0369,Customer 369,Home Office,California,Furniture,Furnishings,408.06,8,0.26,131.56,West,HP,Los Angeles
CA-2020-00370,2020-09-27 05:38:34.157078540,First Class,CUST-0370,Customer 370,Consumer,Florida,Furniture,Tables,447.25,3,0.19,175.42,South,Dell,Miami
CA-2020-00371,2020-09-27 23:10:17.708854428,First Class,CUST-0371,Customer 371,Corporate,California,Office Supplies,Paper,258.73,7,0.3,-79.21,West,Microsoft,San Diego
CA-2020-00372,2020-09-28 16:42:01.260630316,First Class,CUST-0372,Customer 372,Home Office,Florida,Furniture,Chairs,162.06,7,0.08,-46.81,South,HP,Orlando
CA-2020-00373,2020-09-29 10:13:44.812406204,Second Class,CUST-0373,Customer 373,Consumer,Florida,Technology,Copiers,105.78,6,0.34,194.7,South,Microsoft,Miami
CA-2020-00374,2020-09-30 03:45:28.364182092,Same Day,CUST-0374,Customer 374,Home Office,Florida,Technology,Machines,369.71,2,0.1,34.02,South,Samsung,Miami
CA-2020-00375,2020-09-30 21:17:11.915957980,Standard Class,CUST-0375,Customer 375,Corporate,New York,Technology,Machines,78.1,8,0.06,42.36,East,Lenovo,Buffalo
CA-2020-00376,2020-10-01 14:48:55.467733868,Second Class,CUST-0376,Customer 376,Corporate,Florida,Technology,Accessories,446.34,8,0.35,99.38,South,Samsung,Miami
CA-2020-00377,2020-10-02 08:20:39.019509756,Same Day,CUST-0377,Customer 377,Home Office,Illinois,Furniture,Chairs,138.43,5,0.49,20.55,Central,Microsoft,Springfield
CA-2020-00378,2020-10-03 01:52:22.571285644,First Class,CUST-0378,Customer 378,Corporate,Illinois,Office Supplies,Binders,66.94,3,0.29,-11.86,Central,Dell,Chicago
CA-2020-00379,2020-10-03 19:24:06.123061532,Same Day,CUST-0379,Customer 379,Consumer,Illinois,Office Supplies,Binders,345.82,9,0.17,4.64,Central,Microsoft,Naperville
CA-2020-00380,2020-10-04 12:55:49.674837420,First Class,CUST-0380,Customer 380,Consumer,Illinois,Technology,Accessories,42.31,3,0.44,37.81,Central,Samsung,Naperville
CA-2020-00381,2020-10-05 06:27:33.226613308,First Class,CUST-0381,Customer 381,Corporate,Florida,Furniture,Tables,433.84,4,0.49,-22.14,South,Lenovo,Miami
CA-2020-00382,2020-10-05 23:59:16.778389196,Same Day,CUST-0382,Customer 382,Consumer,Illinois,Technology,Accessories,49.4,3,0.19,-20.3,Central,Apple,Springfield
CA-2020-00383,2020-10-06 17:31:00.330165084,Standard Class,CUST-0383,Customer 383,Consumer,New York,Technology,Accessories,115.2,5,0.28,99.11,East,Dell,New York City
CA-2020-00384,2020-10-07 11:02:43.881940972,Same Day,CUST-0384,Customer 384,Corporate,Illinois,Office Supplies,Labels,430.22,9,0.03,6.46,Central,Apple,Springfield
CA-2020-00385,2020-10-08 04:34:27.433716860,Second Class,CUST-0385,Customer 385,Consumer,Florida,Furniture,Chairs,270.25,7,0.1,-47.39,South,Apple,Tampa
CA-2020-00386,2020-10-08 22:06:10.985492748,Same Day,CUST-0386,Customer 386,Consumer,California,Office Supplies,Storage,281.41,6,0.3,-15.15,West,Dell,San Francisco
CA-2020-00387,2020-10-09 15:37:54.537268636,Same Day,CUST-0387,Customer 387,Consumer,Florida,Office Supplies,Paper,393.92,2,0.25,11.24,South,HP,Orlando
CA-2020-00388,2020-10-10 09:09:38.089044524,Same Day,CUST-0388,Customer 388,Home Office,Texas,Technology,Machines,389.06,6,0.21,-60.24,Central,Lenovo,Houston
CA-2020-00389,2020-10-11 02:41:21.640820412,First Class,CUST-0389,Customer 389,Consumer,Texas,Furniture,Furnishings,344.49,3,0.28,-23.87,Central,Apple,Austin
CA-2020-00390,2020-10-11 20:13:05.192596300,Second Class,CUST-0390,Customer 390,Home Office,New York,Technology,Copiers,108.75,6,0.16,-95.57,East,Lenovo,Rochester
CA-2020-00391,2020-10-12 13:44:48.744372188,Second Class,CUST-0391,Customer 391,Home Office,Illinois,Office Supplies,Paper,404.77,5,0.31,146.04,Central,Apple,Naperville
CA-2020-00392,2020-10-13 07:16:32.296148076,Standard Class,CUST-0392,Customer 392,Corporate,New York,Technology,Copiers,54.58,3,0.2,198.56,East,Samsung,Rochester
CA-2020-00393,2020-10-14 00:48:15.847923964,First Class,CUST-0393,Customer 393,Corporate,Florida,Furniture,Chairs,68.76,1,0.34,190.68,South,Samsung,Miami
CA-2020-00394,2020-10-14 18:19:59.399699852,Same Day,CUST-0394,Customer 394,Consumer,Texas,Furniture,Furnishings,328.17,9,0.03,162.91,Central,Apple,Austin
CA-2020-00395,2020-10-15 11:51:42.951475740,Standard Class,CUST-0395,Customer 395,Corporate,Illinois,Office Supplies,Labels,385.93,5,0.03,-47.89,Central,HP,Springfield
CA-2020-00396,2020-10-16 05:23:26.503251628,First Class,CUST-0396,Customer 396,Consumer,Florida,Office Supplies,Paper,317.09,4,0.1,-13.94,South,HP,Miami
CA-2020-00397,2020-10-16 22:55:10.055027516,First Class,CUST-0397,Customer 397,Home Office,Illinois,Furniture,Bookcases,356.2,5,0.02,-60.33,Central,HP,Springfield
CA-2020-00398,2020-10-17 16:26:53.606803404,Same Day,CUST-0398,Customer 398,Home Office,Florida,Office Supplies,Paper,245.0,5,0.41,109.41,South,Lenovo,Orlando
CA-2020-00399,2020-10-18 09:58:37.158579292,First Class,CUST-0399,Customer 399,Home Office,Illinois,Furniture,Furnishings,311.28,2,0.01,78.73,Central,Microsoft,Naperville
CA-2020-00400,2020-10-19 03:30:20.710355180,Same Day,CUST-0400,Customer 400,Home Office,Illinois,Furniture,Bookcases,322.36,9,0.09,-81.17,Central,Dell,Chicago
CA-2020-00401,2020-10-19 21:02:04.262131068,Second Class,CUST-0401,Customer 401,Consumer,New York,Office Supplies,Paper,474.89,1,0.07,-30.55,East,Apple,Buffalo
CA-2020-00402,2020-10-20 14:33:47.813906956,First Class,CUST-0402,Customer 402,Consumer,Texas,Furniture,Furnishings,240.18,1,0.01,106.41,Central,Dell,Dallas
CA-2020-00403,2020-10-21 08:05:31.365682840,Same Day,CUST-0403,Customer 403,Corporate,Texas,Technology,Machines,172.97,3,0.14,77.28,Central,Apple,Austin
CA-2020-00404,2020-10-22 01:37:14.917458728,Second Class,CUST-0404,Customer 404,Corporate,Texas,Office Supplies,Storage,55.57,8,0.22,56.02,Central,HP,Houston
CA-2020-00405,2020-10-22 19:08:58.469234616,Second Class,CUST-0405,Customer 405,Corporate,Texas,Furniture,Bookcases,13.49,4,0.21,-61.18,Central,Samsung,Dallas
CA-2020-00406,2020-10-23 12:40:42.021010504,Standard Class,CUST-0406,Customer 406,Consumer,California,Office Supplies,Labels,423.56,4,0.23,-30.7,West,Dell,Los Angeles
CA-2020-00407,2020-10-24 06:12:25.572786392,Standard Class,CUST-0407,Customer 407,Consumer,Texas,Office Supplies,Storage,194.63,4,0.46,8.04,Central,Dell,Austin
CA-2020-00408,2020-10-24 23:44:09.124562280,Standard Class,CUST-0408,Customer 408,Corporate,Illinois,Office Supplies,Paper,490.81,1,0.12,21.56,Central,Samsung,Springfield
CA-2020-00409,2020-10-25 17:15:52.676338168,Same Day,CUST-0409,Customer 409,Home Office,New York,Office Supplies,Storage,443.34,8,0.09,84.75,East,Lenovo,Rochester
CA-2020-00410,2020-10-26 10:47:36.228114056,Second Class,CUST-0410,Customer 410,Consumer,Texas,Office Supplies,Labels,80.66,9,0.15,122.77,Central,HP,Austin
CA-2020-00411,2020-10-27 04:19:19.779889944,First Class,CUST-0411,Customer 411,Consumer,California,Office Supplies,Labels,242.52,7,0.47,-27.69,West,Dell,Los Angeles
CA-2020-00412,2020-10-27 21:51:03.331665832,Same Day,CUST-0412,Customer 412,Home Office,Florida,Office Supplies,Labels,21.58,9,0.38,95.53,South,Microsoft,Miami
CA-2020-00413,2020-10-28 15:22:46.883441720,Standard Class,CUST-0413,Customer 413,Corporate,Texas,Office Supplies,Labels,259.94,2,0.06,-1.48,Central,Microsoft,Austin
CA-2020-00414,2020-10-29 08:54:30.435217608,First Class,CUST-0414,Customer 414,Consumer,Texas,Technology,Copiers,166.52,7,0.4,-9.76,Central,Samsung,Houston
CA-2020-00415,2020-10-30 02:26:13.986993496,Same Day,CUST-0415,Customer 415,Home Office,California,Office Supplies,Storage,84.41,7,0.22,-31.66,West,HP,San Francisco
CA-2020-00416,2020-10-30 19:57:57.538769384,Second Class,CUST-0416,Customer 416,Corporate,California,Office Supplies,Storage,211.17,2,0.42,-15.41,West,Dell,San Francisco
CA-2020-00417,2020-10-31 13:29:41.090545272,Same Day,CUST-0417,Customer 417,Home Office,Florida,Furniture,Chairs,476.77,4,0.01,120.09,South,Lenovo,Miami
CA-2020-00418,2020-11-01 07:01:24.642321160,Same Day,CUST-0418,Customer 418,Home Office,Florida,Technology,Phones,17.34,8,0.15,8.93,South,Lenovo,Tampa
CA-2020-00419,2020-11-02 00:33:08.194097048,Same Day,CUST-0419,Customer 419,Corporate,Texas,Technology,Accessories,132.98,4,0.26,-52.13,Central,Dell,Houston
CA-2020-00420,2020-11-02 18:04:51.745872936,Same Day,CUST-0420,Customer 420,Consumer,Texas,Furniture,Furnishings,415.31,1,0.02,84.84,Central,Samsung,Dallas
CA-2020-00421,2020-11-03 11:36:35.297648824,Same Day,CUST-0421,Customer 421,Corporate,California,Technology,Machines,17.04,7,0.44,188.07,West,Apple,San Diego
CA-2020-00422,2020-11-04 05:08:18.849424712,First Class,CUST-0422,Customer 422,Home Office,New York,Furniture,Tables,392.96,5,0.31,-81.79,East,Lenovo,New York City
CA-2020-00423,2020-11-04 22:40:02.401200600,Standard Class,CUST-0423,Customer 423,Consumer,California,Technology,Accessories,251.98,5,0.02,-54.88,West,HP,San Francisco
CA-2020-00424,2020-11-05 16:11:45.952976488,First Class,CUST-0424,Customer 424,Home Office,Florida,Furniture,Furnishings,213.16,2,0.37,22.6,South,Lenovo,Orlando
CA-2020-00425,2020-11-06 09:43:29.504752376,Second Class,CUST-0425,Customer 425,Consumer,Florida,Office Supplies,Labels,287.78,7,0.42,73.2,South,Samsung,Tampa
CA-2020-00426,2020-11-07 03:15:13.056528264,First Class,CUST-0426,Customer 426,Home Office,Florida,Technology,Accessories,430.74,6,0.09,-18.15,South,Apple,Orlando
CA-2020-00427,2020-11-07 20:46:56.608304152,First Class,CUST-0427,Customer 427,Corporate,Florida,Furniture,Furnishings,429.56,9,0.17,144.69,South,Apple,Tampa
CA-2020-00428,2020-11-08 14:18:40.160080040,First Class,CUST-0428,Customer 428,Consumer,Texas,Furniture,Tables,264.92,5,0.16,30.85,Central,Microsoft,Austin
CA-2020-00429,2020-11-09 07:50:23.711855928,First Class,CUST-0429,Customer 429,Consumer,New York,Technology,Machines,298.62,1,0.45,61.13,East,Microsoft,Rochester
CA-2020-00430,2020-11-10 01:22:07.263631816,First Class,CUST-0430,Customer 430,Corporate,California,Technology,Machines,341.3,5,0.32,2.81,West,HP,San Francisco
CA-2020-00431,2020-11-10 18:53:50.815407704,Second Class,CUST-0431,Customer 431,Consumer,New York,Furniture,Furnishings,329.84,4,0.16,-47.56,East,Microsoft,New York City
CA-2020-00432,2020-11-11 12:25:34.367183592,Second Class,CUST-0432,Customer 432,Consumer,Illinois,Office Supplies,Paper,273.19,1,0.27,132.05,Central,Samsung,Springfield
CA-2020-00433,2020-11-12 05:57:17.918959480,Standard Class,CUST-0433,Customer 433,Corporate,Illinois,Office Supplies,Binders,68.3,2,0.4,137.33,Central,Samsung,Chicago
CA-2020-00434,2020-11-12 23:29:01.470735368,Second Class,CUST-0434,Customer 434,Home Office,Illinois,Technology,Copiers,491.31,1,0.04,-27.09,Central,Samsung,Chicago
CA-2020-00435,2020-11-13 17:00:45.022511256,Same Day,CUST-0435,Customer 435,Home Office,Illinois,Furniture,Bookcases,29.22,7,0.29,69.65,Central,Lenovo,Chicago
CA-2020-00436,2020-11-14 10:32:28.574287144,Second Class,CUST-0436,Customer 436,Corporate,Texas,Furniture,Tables,93.41,5,0.07,146.03,Central,Samsung,Austin
CA-2020-00437,2020-11-15 04:04:12.126063032,Standard Class,CUST-0437,Customer 437,Home Office,California,Technology,Copiers,107.18,3,0.43,135.85,West,Microsoft,Los Angeles
CA-2020-00438,2020-11-15 21:35:55.677838920,First Class,CUST-0438,Customer 438,Consumer,Texas,Office Supplies,Paper,36.83,8,0.06,-4.39,Central,Samsung,Houston
CA-2020-00439,2020-11-16 15:07:39.229614808,First Class,CUST-0439,Customer 439,Corporate,New York,Furniture,Tables,301.91,7,0.2,7.61,East,Apple,Buffalo
CA-2020-00440,2020-11-17 08:39:22.781390696,Same Day,CUST-0440,Customer 440,Consumer,Illinois,Furniture,Chairs,261.46,8,0.3,15.94,Central,Microsoft,Naperville
